Timestamp,Name,Intake To,Breed,Color,Sex,Age,Dob (If Available),Weight,Intake From,Dog Friendly,Kid Friendly,Cat Friendly,Other Notes,Petfinder Link,Email Address,Status,Color Category,Primary Breed,Breed Group,Intake To Category,Days In Rescue,Intake Month,Age Group,Weight Group,Intake Source Type,Data Completeness %,LOS Bucket,Dog ID
2025-03-28 14:18:49,Toaster,Adopted,Pit Mix,Brown And White,Male,4.0,,40.0,Bell County,Unknown,Unknown,Unsure,,,https://www.petfinder.com/dog/toaster-76131027/ky/junction-city/fields-of-freedom-dog-rescue-ky602/,Adopted,Brown,Pit Bull,Terrier,Adopted,,2025-03,Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0086
2025-07-01 11:35:54,Scottie,Adopted,Shepherd Mix,Black And Tan,Female,1.0,,35.0,Transfer From Rescue,Unknown,Unknown,Unsure,,,,Adopted,Black,Shepherd,Herding,Adopted,,2025-07,Young Adult,Medium,Rescue Transfer,83.33333333333334,Historical,DOG-0087
2025-07-30 09:41:11,Allie,Adopted,Aussie Mix,Tricolor,Female,1.0,,40.0,Stanford,Yes,Unknown,Unsure,,,,Adopted,Tricolor,Other,Other,Adopted,,2025-07,Young Adult,Medium,Other,83.33333333333334,Historical,DOG-0088
2025-09-17 09:08:17,Tippy,Adopted,Golden Mix,Golden And White,Male,2.0,,80.0,Bell County,Yes,Yes,Unsure,,,,Adopted,White,Other,Other,Adopted,,2025-09,Young Adult,XL,County Shelter,83.33333333333334,Historical,DOG-0089
2024-12-12 11:18:09,Ella,Adopted,Shepherd Mix,Brown,Female,3.0,,36.0,Transfer From Rescue,Yes,Yes,Unsure,,,https://www.petfinder.com/dog/ella-saving-2-lives-by-rescuing-one-73692289/ky/lancaster/kentucky-saving-them-together-inc-ky535/,Adopted,Brown,Shepherd,Herding,Adopted,,2024-12,Adult,Medium,Rescue Transfer,83.33333333333334,Historical,DOG-0090
2025-06-03 12:01:18,Nash,Adopted,Blue Heeler/German Shepherd,Tricolor,Male,1.0,,42.4,Knox County,Yes,Yes,Unsure,,,,Adopted,Tricolor,Shepherd,Herding,Adopted,,2025-06,Young Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0091
2025-09-17 08:57:05,Stella,Adopted,Shepherd Mix,Black And Tan,Female,2.0,,40.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Black,Shepherd,Herding,Adopted,,2025-09,Young Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0092
2025-07-30 09:40:02,Cain,Adopted,Cane Corso,Black And Gray,Male,2.0,,100.0,Owner Surrender,Yes,Yes,Unsure,,,,Adopted,Black,Other,Other,Adopted,,2025-07,Young Adult,XL,Owner Surrender,83.33333333333334,Historical,DOG-0093
2024-12-12 11:04:08,Rufus,Adopted,German Shepherd Mix,Brown And White,Male,3.0,,75.0,Bell County,Yes,Yes,Unsure,,,https://www.petfinder.com/dog/rufus-saving-2-lives-by-rescuing-one-73722258/ky/lancaster/kentucky-saving-them-together-inc-ky535/,Adopted,Brown,Shepherd,Herding,Adopted,,2024-12,Adult,XL,County Shelter,83.33333333333334,Historical,DOG-0094
2025-08-20 09:51:38,Red,Adopted,Chow/ Shepherd,Black And Red,Female,0.67,,45.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Black,Shepherd,Herding,Adopted,,2025-08,Puppy,Medium,County Shelter,83.33333333333334,Historical,DOG-0095
2025-09-17 09:06:39,Noodle,Adopted,Pit Mix,Black And White,Male,3.0,,68.0,Bell County,Dog Selective,Unknown,yes,,,,Adopted,Black,Pit Bull,Terrier,Adopted,,2025-09,Adult,Large,County Shelter,83.33333333333334,Historical,DOG-0096
2025-07-30 09:38:55,Pamela,Adopted,Shepherd Mix,Tricolor,Female,4.0,,40.0,Knox County,Yes,Yes,Unsure,,,,Adopted,Tricolor,Shepherd,Herding,Adopted,,2025-07,Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0097
2025-10-22 09:47:10,Lilly,Adopted,Gsp,Black And White,Female,1.0,,50.0,Bell County,Unknown,Unknown,Unsure,Foster With Kayla M.,,,Adopted,Black,Other,Other,Adopted,,2025-10,Young Adult,Large,County Shelter,83.33333333333334,Historical,DOG-0098
2025-11-06 09:31:56,Lilo,Adopted,Terrier Mix,Gray And White,Female,4.0,,12.0,Knox County,Unknown,Unknown,Unsure,Bonded Pair with Kehlani,,,Adopted,White,Other,Other,Adopted,,2025-11,Adult,Small,County Shelter,83.33333333333334,Historical,DOG-0099
2025-11-06 09:33:11,Kehlani,Adopted,Terrier Mix,Brown And White,Female,3.0,,15.0,Knox County,Yes,Unknown,Unsure,Bonded pair with Cardi,,,Adopted,Brown,Other,Other,Adopted,,2025-11,Adult,Small,County Shelter,83.33333333333334,Historical,DOG-0100
2025-11-10 11:35:45,Bones,Adopted,Pit Mix,Black And White,Male,4.0,,45.0,Ohio,Yes,Yes,Unsure,,,,Adopted,Black,Pit Bull,Terrier,Adopted,,2025-11,Adult,Medium,Other,83.33333333333334,Historical,DOG-0101
2025-10-01 13:54:18,Blue,Adopted,Staffy Mix,Blue And Silver,Male,4.0,,46.0,Bell County,Yes,Yes,Unsure,Has really bad separation anxiety,,,Adopted,Blue,Other,Other,Adopted,,2025-10,Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0102
2025-11-26 10:16:12,Izzy,Adopted,Chi Mix,Black And White,Female,6.0,,19.0,Knox County,Yes,Yes,Yes,,,,Adopted,Black,Other,Other,Adopted,,2025-11,Adult,Small,County Shelter,83.33333333333334,Historical,DOG-0103
2025-12-22 11:44:56,Hazel,Adopted,Boxer Mix,Brindle And White,Female,,,,Bell County,Yes,Yes,Unsure,,,,Adopted,Brindle,Boxer,Working,Adopted,,2025-12,Unknown,Unknown,County Shelter,50.0,Historical,DOG-0104
2025-12-22 11:43:48,Annie,Adopted,Shep Mix,Brown,Female,,,,Bell County,Yes,Unknown,Unsure,,,,Adopted,Brown,Other,Other,Adopted,,2025-12,Unknown,Unknown,County Shelter,50.0,Historical,DOG-0105
2025-12-22 11:42:39,Jake/Fulton,Adopted,Pyrenees Mix,White,Male,,,,Bell County,Yes,Yes,Unsure,,,,Adopted,White,Other,Other,Adopted,,2025-12,Unknown,Unknown,County Shelter,50.0,Historical,DOG-0106
2025-12-29 12:16:23,Hal,Adopted,Poodle,Gray And White,Male,2.0,,,Regina,Yes,Yes,Unsure,,,,Adopted,White,Other,Other,Adopted,,2025-12,Young Adult,Unknown,Other,66.66666666666666,Historical,DOG-0107
2025-11-26 10:15:31,Cheese,Adopted,Lab Mix,Yellow,Male,3.0,,57.0,Knox County,Yes,Yes,Unsure,,,,Adopted,Yellow,Other,Other,Adopted,,2025-11,Adult,Large,County Shelter,83.33333333333334,Historical,DOG-0108
2025-12-05 16:46:32,Pearl,Adopted,Staffy Mix,White,Female,2.5,,39.0,Bell County,Selected ,Unknown,Unsure,Getting treated for Stab wound,,,Adopted,White,Other,Other,Adopted,,2025-12,Young Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0109
2026-01-06 11:52:38,Potato,Adopted,Shepherd Mix,Black And Tan,Male,5.0,,80.0,Bell County,Yes,Yes,No,,,,Adopted,Black,Shepherd,Herding,Adopted,,2026-01,Adult,XL,County Shelter,83.33333333333334,Historical,DOG-0110
2026-01-13 14:17:01,Maci,Adopted,Boxer/Shepherd Mix,Tan And White,Female,,,,Bell County,Yes,Yes,Unsure,Puppy,,,Adopted,Tan,Shepherd,Herding,Adopted,,2026-01,Unknown,Unknown,County Shelter,50.0,Historical,DOG-0111
2026-01-06 11:51:49,Angel,Adopted,Pit Mix,Tan,Female,,,39.0,Bell County,Yes,Unknown,Unsure,,,,Adopted,Tan,Pit Bull,Terrier,Adopted,,2026-01,Unknown,Medium,County Shelter,66.66666666666666,Historical,DOG-0112
2026-01-06 11:53:23,Jim,Adopted,Boxer Mix,Brindle,Male,,,,Bell County,Yes,Unknown,Unsure,,,,Adopted,Brindle,Boxer,Working,Adopted,,2026-01,Unknown,Unknown,County Shelter,50.0,Historical,DOG-0113
2025-10-22 09:42:38,Ruby,Adopted,Spaniel Mix,Tricolor,Female,2.0,,50.0,Knox County,Yes,Unknown,Unsure,,,,Adopted,Tricolor,Other,Other,Adopted,,2025-10,Young Adult,Large,County Shelter,83.33333333333334,Historical,DOG-0114
2025-11-20 09:02:34,Josie,Adopted,Boxer,Tricolor,Female,4.5,,35.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Tricolor,Boxer,Working,Adopted,,2025-11,Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0115
2026-01-13 14:20:16,Queso,Adopted,Chi,Tan And White,Male,3.0,,15.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Tan,Other,Other,Adopted,,2026-01,Adult,Small,County Shelter,83.33333333333334,Historical,DOG-0116
2026-01-13 14:19:41,Chico,Adopted,Chi,Tan,Male,3.0,,15.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Tan,Other,Other,Adopted,,2026-01,Adult,Small,County Shelter,83.33333333333334,Historical,DOG-0117
2026-01-13 14:18:13,Mikey,Adopted,Boxer/Shep Mix,Tan And White,Male,,,,Bell County,Yes,Yes,Unsure,Puppy,,,Adopted,Tan,Boxer,Working,Adopted,,2026-01,Unknown,Unknown,County Shelter,50.0,Historical,DOG-0118
2025-12-05 16:48:22,Cuddles,Adopted,Pit Mix,Brown,Female,3.0,,,Bell County,Yes,Yes,Unsure,,,,Adopted,Brown,Pit Bull,Terrier,Adopted,,2025-12,Adult,Unknown,County Shelter,66.66666666666666,Historical,DOG-0119
2025-12-17 13:30:26,Cooper,Adopted,Mixed Breed,Black And Tan,Male,1.0,,,Julie,Yes,Unknown,Unsure,,,,Adopted,Black,Other,Other,Adopted,,2025-12,Young Adult,Unknown,Other,66.66666666666666,Historical,DOG-0120
2025-03-28 14:19:44,Norman,Adopted,Hound Mix,Tricolor,Male,2.0,,45.0,Bell County,Unknown,Unknown,Unsure,,,https://www.petfinder.com/dog/norman-76386493/ky/junction-city/fields-of-freedom-dog-rescue-ky602/,Adopted,Tricolor,Hound,Hound,Adopted,,2025-03,Young Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0121
2025-07-30 09:40:02,Cain,Adopted,Cane Corso,Black And Gray,Male,2.0,,100.0,Owner Surrender,Yes,Yes,Unsure,,,,Adopted,Black,Other,Other,Adopted,,2025-07,Young Adult,XL,Owner Surrender,83.33333333333334,Historical,DOG-0122
2026-01-13 14:19:09,Bruce,Adopted,Chi,Brindle And White,Male,3.0,,15.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Brindle,Other,Other,Adopted,,2026-01,Adult,Small,County Shelter,83.33333333333334,Historical,DOG-0123
2026-02-19 18:36:42,Martini,Adopted,Pit,Blue,Male,,,10.0,Owner Surrender,Yes,Yes,Unsure,,,,Adopted,Blue,Pit Bull,Terrier,Adopted,,2026-02,Unknown,Small,Owner Surrender,66.66666666666666,Historical,DOG-0124
2025-12-22 11:52:32,Max/Buddy,Adopted,Shep Mix,Tan And White,Male,11.0,,45.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Tan,Other,Other,Adopted,,2025-12,Senior,Medium,County Shelter,83.33333333333334,Historical,DOG-0125
2026-02-19 18:40:27,Sky,Adopted,Boxer Mix,Brindle And White,Female,,,15.0,Bell County,Yes,Yes,Yes,,,,Adopted,Brindle,Boxer,Working,Adopted,,2026-02,Unknown,Small,County Shelter,66.66666666666666,Historical,DOG-0126
2025-01-22 16:16:35,Buck,Adopted,Bully Cane Corso Mix,Brown,Male,2.0,,90.0,Home Rescue,More Testing,Yes,Unsure,"Very playful, lots of energy, and loves toys. Owner gave up rights.",,"Dog for adoption - Buck, a Cane Corso Mix in Lancaster, KY | Petfinder",Adopted,Brown,Bully,Terrier,Adopted,,2025-01,Young Adult,XL,Rescue Transfer,83.33333333333334,Historical,DOG-0127
2026-02-19 18:37:35,Magnolia,Adopted,Mix,Black And Tan,Male,,,8.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Black,Other,Other,Adopted,,2026-02,Unknown,Small,County Shelter,66.66666666666666,Historical,DOG-0128
2025-10-22 09:44:12,Belinda,Adopted,Boxer Mix,Brown And White,Female,3.0,,64.6,Bell County,Yes,Yes,Unsure,Bonded Pair with Kris(Chi),,,Adopted,Brown,Boxer,Working,Adopted,,2025-10,Adult,Large,County Shelter,83.33333333333334,Historical,DOG-0129
2025-10-22 09:45:56,Kris,Adopted,Chihuahua,Tan And White,Male,2.0,,9.0,Bell County,Yes,Unknown,Unsure,Bonded pair with Belinda,,,Adopted,Tan,Other,Other,Adopted,,2025-10,Young Adult,Small,County Shelter,83.33333333333334,Historical,DOG-0130
2025-05-12 12:13:28,Miley,Adopted,Pit Mix,Blue,Female,1.0,,30.0,Unknown,Yes,Yes,Unsure,,,https://www.petfinder.com/dog/miley-76776240/ky/junction-city/fields-of-freedom-dog-rescue-ky602/,Adopted,Blue,Pit Bull,Terrier,Adopted,,2025-05,Young Adult,Medium,Other,83.33333333333334,Historical,DOG-0131
2025-12-22 11:43:48,Annie/Honey,Adopted,Shep Mix,Brown,Female,,,,Bell County,Yes,Unknown,Unsure,,,,Adopted,Brown,Other,Other,Adopted,,2025-12,Unknown,Unknown,County Shelter,50.0,Historical,DOG-0132
2025-04-29 10:38:39,Bo,Adopted,Rat Terrier Mix,Tricolor,Male,3.0,,28.0,Bell County,Unknown,Unknown,Unsure,,,,Adopted,Tricolor,Other,Other,Adopted,,2025-04,Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0133
2026-05-14 11:48:14,Mopsy,Adopted,Anatolian Mix,Tricolor,Male,2.0,,68.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Tricolor,Anatolian,Working,Adopted,,2026-05,Young Adult,Large,County Shelter,83.33333333333334,Historical,DOG-0134
2026-05-14 11:48:49,Zada,Adopted,Bully Mix,White,Female,3.0,,75.0,Vet,Yes,Yes,Unsure,,,,Adopted,White,Bully,Terrier,Adopted,,2026-05,Adult,XL,Veterinary,83.33333333333334,Historical,DOG-0135
2026-05-14 11:49:27,Peanut,Adopted,Beagle Mix,Brown And White,Male,2.0,,35.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Brown,Beagle,Hound,Adopted,,2026-05,Young Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0136
2026-05-14 11:52:13,Hank,Adopted,Shepherd Mix,Black,Male,4.0,,75.0,Bell County,Yes,Yes,Unsure,,,,Adopted,Black,Shepherd,Herding,Adopted,,2026-05,Adult,XL,County Shelter,83.33333333333334,Historical,DOG-0137
2026-05-14 11:55:13,June Bug,Adopted,Mixed Breed,Tan And White,Female,2.0,12/08/2023,40.0,Knox County,Yes,Unknown,Unsure,,,,Adopted,Tan,Other,Other,Adopted,,2026-05,Young Adult,Medium,County Shelter,83.33333333333334,Historical,DOG-0138
2025-02-17 12:53:59,Prince,Adopted,Pit Mix,Brown And White,Male,2.0,,50.0,Bell County,Yes,Unknown,Unsure,very dominant and selective,,https://www.petfinder.com/dog/prince-76387800/ky/junction-city/fields-of-freedom-dog-rescue-ky602/,Adopted,Brown,Pit Bull,Terrier,Adopted,,2025-02,Young Adult,Large,County Shelter,83.33333333333334,Historical,DOG-0139
